train_loss,val_loss
0.08313220232012027,0.08791097399300919
0.07407799429990952,0.06336699433609873
0.07216057452862545,0.06443434978970987
0.06874218707159532,0.07374873224965589
0.06671583330851133,0.06414896642376562
0.06723588279792937,0.06422525003344237
0.06513474360182658,0.06693739057360533
0.06503009503467727,0.062927134617598
0.06431793505075209,0.0681430561218909
0.06451803889285294,0.06316080628457421
0.06353855858801132,0.06353466102700986
0.06355115238684837,0.06579626170163622
0.06409396666844012,0.06217455492167178
0.06348042863078512,0.06221839482198932
0.06312182941590087,0.06305601585381283
0.06265421982405193,0.06182699549400402
0.06275260370458706,0.061001183967033544
0.06186876499863826,0.06298966980920342
0.06225222056492019,0.06090210941796769
0.06120531134686227,0.05971867955492404
0.06117426268273551,0.060669711785402126
0.05962065135241149,0.05902761579333189
0.05917732829111048,0.058790634997828516
0.058541025086152824,0.057780990313864994
0.05761042208311446,0.056183267801167246
0.05672894323900238,0.05547371935731399
0.05644368462019404,0.056739027814534375
0.05614712637136964,0.05724027114892434
0.05542533024254135,0.0543467674753861
0.05582335494191257,0.05417987626945663
0.05476618097985492,0.05478410546978315
0.05440976762269454,0.052902433619706216
0.05547104369206419,0.05423325637797872
0.05465166544836991,0.05284246568848749
0.05461107910511382,0.05360969076464752
0.05467122464124132,0.05230332518409112
0.054707121467988486,0.05463863438564146
0.05443918492537315,0.05536453956793882
0.05443081833934736,0.05266275995238098
0.05463751054490552,0.05288105964392959
0.05434934840215405,0.05194230396263376
0.05414905659074441,0.052607665318036505
0.054007065301372906,0.05416252223139038
0.053065630669518936,0.05153868087156566
0.0531388480524539,0.05343458651306624
0.05312871753961472,0.050770674280063835
0.052946835043185494,0.052610727774347374
0.05337240162898869,0.052083447092248054
0.05378553110842453,0.052241474509001254
0.05288743593935239,0.05220434992404993
0.05293658469336577,0.05143029882224972
0.05228296798446837,0.0536919328088532
