train_loss,val_loss
0.09133935149235359,0.06805553596593186
0.08308556837847796,0.07281215020460997
0.07987619853269305,0.062485466608982125
0.07505727753206597,0.060218695722178306
0.06899546679194761,0.062360732788275815
0.07047220868460559,0.056050611693345145
0.06759617394458499,0.055190799107213695
0.06485423805231111,0.056036705050818224
0.06406421661525519,0.05775707544472641
0.06163788510343489,0.0577506862893076
0.0583617172667298,0.06139589054974729
0.05727561905697835,0.0571591914845203
0.05639868589157122,0.056375030011771445
