train_loss,val_loss
0.07439995307479043,0.0646386702959528
0.06130913510205501,0.05858404470418028
0.05820084207970742,0.05928194325067802
0.05568671504319724,0.05714283492453322
0.05543653749798611,0.0635907007251195
0.05484613538501507,0.05453992236457661
0.054252608544597125,0.05644926653353278
0.05384276847049579,0.05539000345144919
0.05405885279030054,0.06277851584904684
0.053552730040530024,0.05517255159433254
0.05409252863091343,0.05541843363267933
0.054011397973698375,0.05576343696095986
